id,신고번호,신고일자,신고세관부호,수입신고구분코드,수입거래구분코드,수입종류코드,징수형태코드,운송수단유형코드,신고인부호,수입자,해외거래처부호,특송업체부호,HS10단위부호,적출국가코드,원산지국가코드,관세율,관세율구분코드,원산지표시유무코드,신고중량(KG),과세가격원화금액
14,96051053,2021-01-02,30,B,11,21,43,40,WLOJCAX,FKFI596,ET4QNSI,,8703241020,US,CA,8.0,C,S,1600.0,8320.0
15,56499001,2021-01-02,40,B,11,21,11,40,PF1L1IG,U4J9HQE,YF8VOMH,,3822002099,DE,DE,8.0,A,E,5.0,11527.0
16,79768053,2021-01-02,20,B,11,21,11,10,NL3G1LT,42EB5ML,YLSHCWD,,2103909090,CN,CN,44.5,FCN1,G,20000.0,540000.0
17,75827114,2021-01-02,40,B,11,21,43,10,18ZMSJ0,17VACTD,O4RZSGF,,8302300000,CN,CN,8.0,A,Y,10.0,1135.0
18,77749526,2021-01-02,53,B,51,21,11,10,7360PFF,ZUS3PQI,CYMYZL6,,4911100000,DK,CN,0.0,A,G,1.0,0.7
19,36624231,2021-01-02,80,B,11,21,14,50,W5HXFTU,AEO4J54,LQN1VLH,,3910009090,CN,CN,6.5,C,E,29800.0,12831880.0
20,47172033,2021-01-02,17,B,11,26,12,10,UTNPOCA,USK2N68,T4XFNLL,I4FFXR,7326909000,AT,AT,8.0,A,S,3800.0,5700.0
21,20039204,2021-01-02,151,B,11,21,11,40,6V8QPPW,OQAF8OA,UYW4JKR,,8504402019,CN,CN,2.5,E1,Y,550.0,344795.0
22,59703362,2021-01-03,20,B,11,21,0,50,ULUYLTX,X24LMZ8,PFKSHJ7,,6211431000,CN,CN,13.0,A,G,0.5,25.9
23,38299153,2021-01-03,40,B,11,23,11,10,U915W03,VLB3BAI,NWR49K7,,3303001000,IT,IT,0.0,FEU1,Y,30.0,6177.0
24,11807472,2021-01-03,30,B,11,21,14,10,6QOE6PS,9ZFWZHO,XGDO9AL,,8536691000,US,TH,0.0,C,S,0.4,209.48
25,46870921,2021-01-03,30,B,11,21,0,10,U3U89DM,XLAGJ1K,HVRVGRW,W6UCD9,3307909000,JP,JP,6.5,C,B,121.8,24883.74
26,97727992,2021-01-04,40,B,87,21,43,40,OZB7KED,R5EYJZ1,YH4AHQ4,,3304991000,SG,KR,6.5,C,E,1.3,231.53
27,41089657,2021-01-04,40,B,11,21,11,40,DWNJQL8,05XSCCC,,,1905901030,VN,TH,8.0,A,E,1.0,394.4
28,62219937,2021-01-04,20,B,11,21,11,10,7Y5OGPF,47KLBUK,KDLLHDR,,8538909000,JP,CN,8.0,A,B,2.0,40.0
29,72112620,2021-01-04,30,B,11,21,11,10,6V8QPPW,5LX9Z77,,,8514109000,JP,JP,8.0,A,S,6500.0,5795400.0
30,45963819,2021-01-04,20,B,11,21,11,40,6ULEI9B,HF69IA3,7PN0VA5,,8711201000,JP,JP,8.0,A,E,1296.0,1038873.6
31,84380576,2021-01-04,40,B,11,21,11,10,L5GONLU,R4B2EH0,N2W89C1,,7113191000,JP,JP,8.0,A,E,0.2,10129.12
32,75067684,2021-01-04,30,B,11,21,43,10,VYTOBWO,KC1ZGO0,Z2Y3B7A,,8486903030,JP,JP,0.0,CIT,G,450.0,926325.0
33,62036324,2021-01-04,20,B,88,21,11,40,OQY4ZUC,OE3HLQ0,HWHFY6S,,3406000000,CN,CN,0.0,FCN1,Y,105.0,5019.0
34,68281886,2021-01-04,30,B,11,21,43,40,8KGAMAY,0ZF6UHY,U7VHXHV,,4203299000,CN,CN,0.0,FCN1,Y,1261.0,317645.9
35,26400876,2021-01-04,16,B,11,21,11,10,23TMRU0,9MHWRZ5,POXFGNX,,5603119000,CN,CN,3.2,FCN1,G,10036.4,1939032.48
36,11426485,2021-01-04,20,B,11,21,11,10,6P5MXLM,9RD68VK,GCPNHU7,,3002150000,GB,IT,0.0,C,G,0.1,430.15
37,98607339,2021-01-04,30,B,11,21,11,40,37P1HWU,8WJ00OX,JGH87U7,,2921299000,BE,NL,0.0,FEU1,B,15990.0,19000917.0
38,56516247,2021-01-04,40,B,11,21,43,40,7TTJVAJ,KDZX49E,S8PE9QE,,6204629000,CN,CN,7.8,E1,Y,391.0,54857.3
39,55640323,2021-01-04,20,B,11,21,14,10,DGIRSXL,60GWDE5,OM0XA9D,,3403199000,JP,JP,6.5,C,G,600.0,292380.0
40,54612307,2021-01-04,39,B,94,21,43,40,51JSZLY,T0TOOB3,,,3504002090,CN,CN,2.4,FCN1,E,9500.0,15163900.0
41,31472839,2021-01-04,40,B,11,21,14,10,ZGNH4UK,FFQ9KCK,TY0J4JM,VZIZJJ,9507901000,CN,CN,0.0,FCN1,Y,100.0,1290.0
42,12831958,2021-01-04,40,B,11,21,11,10,L77JJEG,708A72F,YZYJXFO,,8205599000,CN,CN,8.0,A,G,60.0,1050.0
43,62404289,2021-01-04,20,B,11,21,11,10,NZYZ967,NNZXML2,OKALFGG,,7204290000,JP,JP,0.0,A,S,23871.0,231548.7
44,84714803,2021-01-04,30,B,11,21,43,40,HUIUK4E,8WHYEJ7,LLXQGCS,,9018399000,IL,IL,8.0,A,Y,6400.0,1258240.0
45,12165820,2021-01-04,30,B,11,21,11,10,SC03Z0S,OPEXSZZ,OJP0SXE,,8542391000,SG,MY,0.0,C,B,16.2,677.16
46,64643429,2021-01-04,40,B,11,21,11,40,EJW9AY4,RGSG7IH,O58KW2D,,3304999000,JP,JP,6.5,C,E,3.2,856.64
47,51897594,2021-01-04,40,B,11,21,11,40,UFO3ZSU,QH6C3BD,E7J9W0X,,7318220000,BE,FR,8.0,A,G,0.0,0.0
48,30146051,2021-01-04,40,B,87,21,18,40,OZB7KED,KTO1TIC,X3UVA0K,,106199000,US,US,0.0,FUS1,E,60.0,649428.0
49,94396019,2021-01-04,30,B,15,26,11,40,Z7L3ZTJ,GYH7E9U,SX8RXRW,3JLK6O,8481900000,VN,VN,0.0,FAS1,E,805.0,35339.5
50,13732951,2021-01-04,10,B,11,21,11,40,TGRUCRA,N0XB1DB,OTMA6JE,,8482800000,CN,CZ,8.0,A,E,0.4,10.32
51,75205839,2021-01-04,40,B,11,21,11,40,UFO3ZSU,USZKXON,,,9506910000,CN,CN,3.2,FCN1,Y,162.0,2203.2
52,49792121,2021-01-04,20,B,11,21,11,10,5DVFQUR,GHY7863,5L6VTBJ,,9503003700,VN,VN,8.0,A,Y,20.0,158.0
53,31022693,2021-01-04,30,B,11,21,11,10,RBU0EEG,H17LH1U,ND7VZAO,,7102210000,GB,GB,1.0,A,B,0.4,503704.08
54,59144715,2021-01-04,20,B,11,21,11,10,7RR07G9,RSE5E3M,IKJ6SVO,,9506700000,CN,CN,0.0,FCN1,E,740.0,465460.0
55,80069792,2021-01-04,40,B,11,21,11,10,OZB7KED,HMQ7Q53,7Z63G4O,,2825301000,AU,AU,1.0,A,E,1.0,3044.5
56,36895761,2021-01-04,20,B,11,21,11,10,U915W03,I7C2T7H,YOKCJWL,,3921909090,US,US,6.5,C,S,83.6,4915.679999999999
57,77815197,2021-01-04,16,B,11,21,11,40,WBQKENF,Q01LBPF,TFPX3OG,,8481900000,US,US,8.0,A,Y,3.9,171.20999999999995
58,87455373,2021-01-04,20,B,11,21,11,10,XXYLIXG,B0QJOQN,ZFW9M1L,,4002319000,RU,RU,5.0,A,S,204120.0,196669620.0
59,14575181,2021-01-04,20,B,11,21,11,10,1XCM1XF,WILLMKH,7PN0VA5,,3811290000,US,US,0.0,FUS1,G,1640.0,1521264.0
60,72986285,2021-01-04,40,B,11,21,18,10,575N8BW,36P2O8F,VA2WM99,,7204490000,JP,JP,0.0,A,G,1000000.0,2700000.0
61,41655827,2021-01-04,20,B,11,21,11,10,LWOBIKP,JQ98X3O,JHIIRQH,,5209420000,JP,JP,10.0,A,Y,16.5,8839.050000000001
62,33769613,2021-01-04,30,B,11,21,11,40,H3RWZG0,XM89H2T,H1HS53K,,8424909090,CN,CN,2.4,FCN1,E,3600.0,525600.0
63,17332223,2021-01-04,30,B,89,21,11,10,21DXEF6,3NPHSQJ,UXQC5CB,,8517623590,CN,CN,0.0,CIT,E,45.9,348977.7
64,55413038,2021-01-04,40,B,11,26,11,40,T9VPIYZ,8JYED1B,M5J905G,,8702401000,CN,CN,4.0,FCN1,Y,11660.0,53051833.99999999
65,65573601,2021-01-04,20,B,11,28,18,40,OHE0O8U,CT4P9GH,7PN0VA5,W6UCD9,4011709000,JP,JP,5.0,A,E,3.6,4640.4000000000015
66,82013359,2021-01-04,20,B,11,21,14,10,TNRV2L7,3H7T61R,4KM1XJD,,8514109000,JP,JP,8.0,A,G,6500.0,5795400.0
67,99887098,2021-01-04,16,B,87,21,11,40,Q8HMP9E,Z8LHWYE,Z4ZQHDQ,,4602111000,CN,CN,8.0,A,Y,80.0,33280.0
68,61064793,2021-01-04,40,B,11,21,11,40,158PVN2,HFVWJ5F,818J1DT,,9403609090,DE,DE,0.0,C,E,96.0,681.5999999999998
69,48656071,2021-01-04,40,B,11,21,11,40,FI9N1BX,SQZ905N,K7UEVU1,W6UCD9,5603121000,CN,CN,2.4,FCN1,E,262.2,242535.0
70,62029010,2021-01-04,20,B,89,21,14,40,RWYXI0J,PCGEM7H,,MWIDNS,8708999000,CN,CN,8.0,A,E,66.5,465.5
71,46139860,2021-01-04,40,B,11,21,11,10,F2SS4WH,6NSD7ZQ,YFD2LBN,,712902099,CN,CN,30.0,A,E,2060.0,1672102.0
72,49506456,2021-01-04,40,B,11,21,43,40,DWNJQL8,V86EXOX,RPIVBD2,,6204530000,CN,CN,8.1,E1,G,200.0,8000.0
73,85091393,2021-01-04,40,B,11,21,18,40,7GHJ33J,MCJH3HK,KV7OQAV,,1201909000,RU,RU,487.0,W2,E,1000.0,279100.0
74,61396165,2021-01-04,40,B,11,21,43,40,N8XBQG4,U6ISFEA,MVU85ZW,,9102991000,US,CN,8.0,A,E,10.5,41358.45
75,34278556,2021-01-04,30,B,11,21,11,40,1K9FBW0,8UUWVPD,W1BDBYE,,3923500000,CN,CN,0.0,FCN1,Y,140.0,1064.0
76,70052030,2021-01-04,16,B,11,21,43,10,VKGYWHO,GMMO8N7,TC75TXU,,8703801000,DE,DE,8.0,C,B,2465.0,2978459.5
77,76303185,2021-01-04,30,B,11,21,43,40,R5P6P4N,R9JRPYJ,8Q0REWT,,9031499000,JP,KR,0.0,C,G,1.0,4414.8
78,56174122,2021-01-04,16,B,11,21,11,40,VK8SOUK,UIC0FQP,6WQKYWD,,3305100000,IL,IL,5.0,A,G,4212.0,1591714.7999999996
79,98449869,2021-01-04,20,B,11,21,11,10,43MSLZK,DKGFLH1,8Y5COWT,,2206001090,CN,AU,15.0,F,Y,9.0,4255.2
80,52546038,2021-01-04,20,B,11,21,11,10,YAHFNQL,3PFV3P0,VH839QU,MWIDNS,8504409099,TH,DE,4.9,CIT,G,0.5,218.1
81,27546392,2021-01-04,16,B,11,21,11,10,6RV6BNL,9ZMYZRA,UNCISOP,,8525801020,US,CN,0.0,CIT,G,0.3,57.63
82,88886672,2021-01-04,40,B,11,11,11,40,HV1AB1L,YM08KMV,DONE3JS,W6UCD9,8205702000,CN,CN,8.0,A,Y,6.0,1558.1999999999996
83,27250724,2021-01-04,20,B,11,21,18,10,LX5JHH8,RWH21GJ,2V556L3,,6102301000,CN,CN,5.2,FCN1,B,525.0,398790.0
84,36424079,2021-01-04,151,B,11,21,14,10,VK8SOUK,9EHLO64,I2K805I,,3924909000,JP,JP,6.5,C,S,2.7,2.9700000000000006
85,56503609,2021-01-04,20,B,22,26,11,40,EDQK0LQ,GYH7E9U,3WBROKL,,3926909000,CN,CN,3.9,FCN1,E,100.0,60.0
86,18925572,2021-01-04,40,B,11,21,11,10,IBIGZ7F,O8MIW2C,C69BX3C,,9506990000,CN,CN,3.2,FCN1,E,1152.0,69350.40000000001
87,17139445,2021-01-04,16,B,86,21,18,10,3CJLNL0,4DME0PB,SQC3VJQ,3JLK6O,4819200000,CN,CN,0.0,C,S,42.0,25.2
88,35276926,2021-01-04,20,B,11,21,11,10,S1N2WHR,XE08QFH,BM2JSQY,,710807000,CN,CN,27.0,A,B,100000.0,26520000.0
89,60955340,2021-01-04,40,B,11,21,14,40,R2ESN6V,7YMNLX8,VR1FZZX,,8538909000,JP,JP,8.0,A,E,1020.0,20400.0
90,95425129,2021-01-04,40,B,11,21,43,40,WP8YGHF,QYIJV5E,H3MBN3A,,4202399000,CN,CN,8.0,A,E,93.2,9366.6
91,29657415,2021-01-04,13,B,11,21,11,10,6LV96I6,3GHW5N1,L21YV1M,,2931909099,US,US,0.0,FUS1,S,132.0,41830.8
92,84675251,2021-01-04,39,B,11,21,18,10,H3RWZG0,C7B582A,KMC302O,,1211901999,DE,DE,8.0,A,G,0.3,18.12
93,87604942,2021-01-04,150,B,15,21,14,40,WRS98AF,WO2YRQ9,RV8UVD7,,4107120000,QA,BR,5.0,A,Y,511.0,280539.0
94,35137556,2021-01-04,30,B,15,21,14,10,NAILZPA,43MWNZ8,REXOXCR,B12OMY,8531201000,CN,CN,0.0,C,G,40.0,25180.0
95,82062293,2021-01-04,40,B,11,21,11,40,DWNJQL8,W3T8UOH,X090BBS,,3822002020,SG,SG,0.0,C,S,1.4,1924.58
96,10368042,2021-01-04,30,B,11,21,11,40,YVRA5HF,JBQU6N9,4MLKY5H,,4819509000,CN,CN,0.0,C,E,0.0,0.0
97,56712364,2021-01-04,16,B,11,21,11,10,E0AGTLM,0T9AY7N,IPWEEMZ,,3907202000,CN,CN,3.9,FCN1,Y,8000.0,5256800.0
98,59934271,2021-01-04,20,B,11,21,11,10,12WCE9E,4X42YNH,2V8SX42,,4820100000,CN,CN,0.0,C,Y,628.0,12120.4
99,28655546,2021-01-04,40,B,11,21,11,10,H5FWQT3,5I1QPUP,DVD9TH6,,9404900000,CN,CN,8.0,A,Y,10.0,231.0
100,47780919,2021-01-04,20,B,11,21,43,10,57DBIGX,YXIL3QW,6LGGJAG,,4811490000,US,US,0.0,C,B,700.0,11690.0
101,23932111,2021-01-04,16,B,11,21,11,10,YE6VVXT,T0913UK,HRHHZL7,,9404900000,NL,NL,0.0,FEU1,G,2.3,53.13
102,88297638,2021-01-04,20,B,11,21,11,10,HKEF2UA,X0RGKP1,OJP0SXE,,8538909000,CN,CN,8.0,A,B,31.2,624.0
103,13723059,2021-01-04,20,B,11,21,11,10,F86LJJM,IBSRH1L,AKN60FC,,8413919000,JP,JP,8.0,A,G,102.2,6060.46
104,36843519,2021-01-04,20,B,11,21,11,10,XK33V6F,LCXN3QI,,,6115950000,CN,CN,13.0,A,B,31.0,660.3000000000002
105,14107117,2021-01-04,30,B,11,21,11,10,OZB7KED,EJDSW95,YPESB1N,,8426410000,CN,CN,0.0,C,E,69880.0,2117364.0
106,99665067,2021-01-04,16,B,11,21,11,10,6T0AJ3G,A4R2DFB,,,9024809090,JP,JP,0.0,CIT,B,6.0,19807.800000000007
107,27056097,2021-01-04,40,B,11,21,11,40,5JVKX6N,JDHIKMG,,,6402991000,CN,CN,9.1,E1,E,140.0,37366.0
108,31244365,2021-01-04,20,B,11,21,14,10,DY3Z9L6,ONMRMS7,WWWFCZ9,,8441300000,CN,CN,0.0,FCN1,E,432.0,143380.8
109,52072848,2021-01-04,40,B,11,11,43,40,LIDFHWP,HI9ZV4Y,FT8PVWH,,9026201190,JP,JP,0.0,C,Y,1.9,1993.86
110,81684633,2021-01-04,20,B,11,21,11,10,23TMRU0,CCCNN53,1E919EV,,2106909099,MY,MY,0.0,FAS1,S,1000.0,126500.0
111,52913080,2021-01-04,30,B,11,21,11,40,P21JCS7,2OSJUL0,,,9506910000,CN,CN,2.4,FCN1,G,374.0,5086.4
112,82239059,2021-01-04,40,B,94,21,11,40,OZB7KED,JTN9ZDZ,W0FXX8G,,6109903010,CN,CN,13.0,A,S,2.6,162.5
113,60244324,2021-01-04,20,B,13,26,11,10,AZI5L7O,4W1PY07,HHXAYIW,,3926400000,CN,CN,6.5,C,Y,14.0,54.6
114,31371978,2021-01-04,40,B,11,21,11,40,4QJLUKY,FWVNMKK,0HC870L,,4016999000,CN,CN,8.0,A,E,0.5,9.05
115,94893990,2021-01-04,40,B,11,21,11,10,A50EMTT,G5QIC7U,87TO3QR,,203299000,US,US,0.0,FUS1,B,23452.3,9296491.72
116,62200363,2021-01-04,20,B,11,21,14,40,5PDPMM1,NXZGW6G,3EVLVZQ,,9404210000,CN,CN,0.0,FCN1,B,2465.4,669109.5599999999
117,61312631,2021-01-04,40,B,11,21,11,40,4D88SMV,7AR5OA7,,,9402909000,TW,TW,0.0,C,G,2534.6,974046.78
118,70098471,2021-01-04,20,B,11,21,11,10,OQY4ZUC,EPQ9JZX,3G4HDAY,,8703249020,US,US,0.0,FUS1,G,3669.0,32287.200000000004
119,99688380,2021-01-04,16,B,11,21,11,10,CAMN5SR,2BJPVFY,R9K2IA8,,8538909000,GB,CN,8.0,A,S,0.6,12.0
120,65996716,2021-01-04,40,B,11,21,11,40,X2D9TDI,JPX81OJ,9AS6NAR,,2921519030,CN,CN,0.0,FCN1,E,20000.0,9190000.0
121,68898393,2021-01-04,16,B,11,21,11,10,PH94BII,O9XPOV1,QQFGD9M,,7326909000,CN,CN,8.0,A,G,2.0,3.0
122,32564087,2021-01-04,30,B,11,21,11,10,D3V1AKD,ZBV2PV1,KXFBS1E,,6810999000,HK,CN,0.0,FCN1,B,144990.0,7901955.0
123,31005119,2021-01-04,40,B,11,21,43,40,PF1L1IG,K6OA6BQ,,MWIDNS,9403301000,CN,CN,0.0,C,E,65.8,7330.12
124,51485359,2021-01-04,40,B,11,21,11,40,G0314EF,UDK5QD4,7DHR3XL,,6206401000,CN,CN,13.0,A,Y,1.8,34.38
125,75010320,2021-01-04,20,B,11,21,11,10,ZNRJ3PF,N1BBTW0,LPTYFMT,,4202211090,IT,IT,8.0,A,E,8.0,246.4
126,90076933,2021-01-04,30,B,11,11,11,10,9UJYLGT,7P246I0,WKFWNOP,,710807000,CN,CN,27.0,A,S,120000.0,31824000.0
127,51483935,2021-01-04,20,B,11,21,11,10,6T0AJ3G,3UMTSQ4,MOSDTNC,,8542311000,US,MX,0.0,CIT,B,0.1,202.82
128,79414781,2021-01-04,40,B,11,21,11,40,DWNJQL8,YNKK1CK,,,8526920000,CN,CN,3.2,FCN1,E,14.0,5566.4000000000015
129,97384938,2021-01-04,30,B,87,21,18,40,OZB7KED,Z3CD167,VTDS5DR,W6UCD9,8504401010,US,MX,0.0,CIT,Y,2.4,1559.04
130,21150602,2021-01-04,121,B,94,11,14,40,Q1017CC,0SINIET,WKJ7QTX,1YUDHR,7323930000,CN,CN,0.0,FCN1,E,500.0,3100.0
131,88654599,2021-01-04,13,B,11,21,11,10,9UJYLGT,5HA16QB,ZRTOVMC,,4911100000,IT,IT,0.0,C,G,1154.0,807.8
132,36672193,2021-01-04,30,B,11,21,11,10,NZYZ967,1KE4U0I,3EVLVZQ,,8708999000,US,US,0.0,FUS1,G,50.0,350.0
133,96505162,2021-01-04,20,B,11,21,11,40,575N8BW,QMG9M2C,GFPMKWM,,7117199000,JP,IT,8.0,A,G,0.7,1.26
134,52234192,2021-01-04,40,B,11,21,43,40,X4YE5K6,4IV100I,,MWIDNS,4202299000,FR,ES,0.0,FEU1,E,3.5,140.0
135,42814092,2021-01-04,40,B,11,21,14,40,6T0AJ3G,I02VRS5,,,7117199000,JP,IT,8.0,A,E,0.4,0.7200000000000001
136,30240516,2021-01-04,40,B,11,21,11,10,UUVWTGZ,17PXB26,U0867HI,,1208900000,CN,CN,0.0,FCN1,E,24000.0,8846400.0
137,50069384,2021-01-04,20,B,11,21,11,10,X09KN33,KVPEGJB,9YLIZ83,,2916129000,JP,JP,6.5,C,E,16000.0,12920000.0
138,38987741,2021-01-04,30,B,11,21,11,10,D88DTE8,F4S7XEC,XR2NLQ0,,6404199000,CN,CN,13.0,A,B,105.0,28119.0
139,30490705,2021-01-04,50,B,11,11,11,40,6QK1HE3,XBQMXDT,QSA5URL,,4415100000,CN,CN,8.0,A,Y,762.5,15554.999999999998
140,18735196,2021-01-04,20,B,11,21,11,10,SV1VZBU,EM73V1E,IB17J2O,,9018499000,CN,CN,8.0,A,B,5.3,1842.81
141,72277278,2021-01-04,21,B,11,21,11,10,VGL5AW6,S5NMKYO,ISQF0X8,MWIDNS,1903001000,VN,VN,0.0,FAS1,G,500.0,287000.0
142,55908297,2021-01-04,20,B,11,21,11,10,00RURK1,D8BR2J3,WC56K6X,,8543702090,CN,CN,0.0,FCN1,E,320.0,3712.0
143,90010748,2021-01-04,20,B,11,21,11,10,6H2BKO4,2OQXQBF,,,9018909080,HK,DE,8.0,C,B,4.0,895.6
144,29521077,2021-01-04,20,B,11,21,11,10,575N8BW,JHEHLCS,FUMDLDW,,2710199000,CN,CN,0.0,FCN1,S,14400.0,1584000.0
145,70979631,2021-01-04,20,B,11,26,11,10,S1N2WHR,PPA8RFG,KDLLHDR,,9403609090,DE,IT,0.0,C,B,50.0,355.0
146,68100668,2021-01-04,30,B,11,21,11,10,575N8BW,EY31TF8,09UPRFS,,3926909000,CN,CN,6.5,C,G,2.7,1.62
147,79767374,2021-01-04,20,B,11,21,11,40,MKI58LW,1MAD6EB,OGI7K3U,,9018909090,US,US,0.0,FUS1,E,0.5,25.15
148,48518247,2021-01-04,40,B,11,21,11,40,B575QI9,7IPEL2O,M3LPI36,,3918101000,CN,CN,0.0,FCN1,E,108019.2,21117753.6
149,69491993,2021-01-04,40,B,11,21,43,40,2ODETN4,PAQMVE2,7JUUMOF,,8422409010,JP,JP,8.0,A,G,1239.6,448735.2
150,55245935,2021-01-04,20,B,11,21,11,10,QX3C80O,0TO06U4,W5S5E2I,,8544422090,HK,CN,8.0,A,B,107.8,3223.22
151,66581627,2021-01-04,80,B,11,21,14,40,MHTD20M,CKPUEGW,1TDLYKW,,8483909000,SG,US,8.0,A,E,0.1,18.14
152,30757614,2021-01-04,30,B,11,21,11,10,X4YE5K6,SZCVR3N,HR8ZSXT,,3915909000,KR,JP,6.5,C,B,2090.0,0.0
153,72013161,2021-01-04,30,B,11,11,43,40,1AUAZUK,LVSWIWR,ONYO588,A5IT1U,3206110000,CN,CN,0.0,P3,E,40000.0,19904000.0
154,79194621,2021-01-04,20,B,11,21,11,10,ZQJIYI3,9B2DL4I,KY3NSEY,,8202999000,CN,CN,8.0,A,Y,27.0,14420.7
155,14921296,2021-01-04,16,B,89,21,43,40,A7POIBB,7S9W3L1,ARG52KE,,3302900000,GB,GB,0.0,FEU1,E,104.4,90316.44
156,27075547,2021-01-04,20,B,11,21,11,10,EX4Q9G2,HNSIHWV,USNDF3E,,8479899099,CN,US,8.0,A,B,19.2,40.32
157,17945757,2021-01-04,40,B,94,21,11,40,W6GJQ9Q,GOZOXQI,O3GMT68,,3305909000,IL,IL,5.0,A,G,2071.0,537631.6000000001
158,30966742,2021-01-04,30,B,11,21,11,10,GFTAPZC,PCW8KX7,,MWIDNS,6506999000,CN,CN,8.0,A,Y,5.5,1936.55
159,87861222,2021-01-04,40,B,11,21,11,10,E0AGTLM,M0M2S9D,DV61O8W,,6206900000,JP,CN,13.0,A,B,9.2,2664.32
160,31956421,2021-01-04,30,B,11,21,11,10,JEOUGPP,MYCZRSL,AJMYM5G,,8537102090,US,JP,8.0,A,E,1.0,25.8
161,22217274,2021-01-04,40,B,87,21,18,40,DWNJQL8,YUVVU2J,L8H4Y78,VZIZJJ,6110301000,CN,CN,13.0,A,E,400.0,37120.0
162,18291712,2021-01-04,30,B,11,21,11,10,FVI4U22,ZCF1NHL,5ST69R2,,6206900000,CN,CN,13.0,A,B,8.4,2432.640000000001
163,31272487,2021-01-04,20,B,11,21,11,40,FI9N1BX,5L1VPBG,6WQKYWD,,3926909000,JP,JP,6.5,C,E,2.0,1.2
164,83029687,2021-01-04,16,B,11,21,11,50,37ZL1DV,AT7EKVB,CD1N1FS,,8486902010,DE,MY,0.0,CIT,G,3.3,1890.9
165,69467284,2021-01-04,40,B,11,21,11,10,N3FB786,7A04RSG,9B1K0H9,,5607909000,VN,VN,0.0,FAS1,B,15130.0,1891250.0
166,47021413,2021-01-04,20,B,11,21,18,10,BXTMU7D,1CVK4SD,F1RNJKO,,7323930000,HK,JP,8.0,A,B,35.0,217.0
167,73681479,2021-01-04,17,B,87,23,18,40,L5GONLU,CFYJONG,GPTKLS1,,2208709000,NL,CA,20.0,F,Y,612.0,96573.6
168,18536577,2021-01-04,16,B,11,26,43,40,OZKII7E,C7EI6DG,2812BA2,,1905310000,ID,ID,0.0,FAS1,Y,900.0,350550.0
169,52215033,2021-01-04,82,B,11,21,11,10,UDLAL9N,8IQDB6T,KQJSMZA,,8542311000,TW,TW,0.0,C,Y,0.8,1622.5600000000004
170,17812399,2021-01-04,33,B,11,21,14,10,31R3APF,5GWEUMS,UBQKGGH,W5AYVM,7113191000,JP,JP,8.0,A,Y,0.4,20258.24
171,85667393,2021-01-04,30,B,11,21,11,10,4QADEO0,03JS04J,FMH83UH,,7312101099,CN,CN,0.0,C,G,1750.0,18025.0
172,76615942,2021-01-04,20,B,94,21,43,10,W6GJQ9Q,CENWHHN,8IW7OBD,,5909000000,AZ,GB,8.0,A,S,31.5,1823.85
