,신고번호,우범여부,핵심적발
484,32837340,0,0
485,26643089,0,0
486,34141118,1,1
487,12448060,0,0
488,88980931,1,1
489,86999333,0,0
490,51770615,1,1
491,32761946,0,0
492,45920694,1,1
493,94134853,0,0
494,23588227,0,0
495,13892908,0,0
496,86979578,1,1
497,40892181,0,0
498,71733463,1,1
499,61365064,1,1
500,55371032,1,1
501,97625694,0,0
502,44499672,0,0
503,74831804,0,0
504,97471363,1,1
505,80180301,1,1
506,18928578,0,0
507,24960688,0,0
508,16502848,0,0
509,10495029,0,0
510,24435454,0,0
511,56845061,0,0
512,90177390,0,0
513,15842037,0,0
514,44953984,0,0
515,39838700,0,0
516,27734704,1,1
517,30883306,0,0
518,11759980,0,0
519,87371819,0,0
520,34827499,0,0
521,57667315,0,0
522,32574590,0,0
523,73443817,0,0
524,70049189,0,0
525,63560182,0,0
526,75047079,0,0
527,87829133,1,1
528,85821706,0,0
529,53218645,0,0
530,83511731,0,0
531,72786342,0,0
532,63343795,0,0
533,17105061,0,0
534,98592838,1,1
535,34971732,0,0
536,27938893,0,0
537,96048584,0,0
538,70957638,0,0
539,47230920,0,0
540,30477352,0,0
541,13522915,0,0
542,85306607,0,0
543,43314986,0,0
544,62663599,0,0
545,18389411,0,0
546,48232935,0,0
547,97128031,0,0
548,50410605,1,1
549,46589348,0,0
550,68064927,1,1
551,78111707,0,0
552,54937482,0,0
553,56400611,0,0
554,76495914,0,0
555,70324668,0,0
556,98901754,0,0
557,29268370,0,0
558,20931663,0,0
559,37431888,1,1
560,42820572,0,0
561,97335058,0,0
562,77537827,0,0
563,86506377,0,0
564,11536663,1,1
565,64832718,0,0
566,63582804,0,0
567,62725041,0,0
568,78621287,0,0
569,60061682,0,0
570,54993704,0,0
571,42099872,0,0
572,42200512,0,0
573,33069779,0,0
574,44437179,0,0
575,81110630,0,0
576,49239634,1,1
577,64002702,0,0
578,94689438,0,0
579,38342489,0,0
580,82867600,0,0
581,27592752,0,0
582,23373264,0,0
583,90906937,0,0
584,20208355,0,0
585,73347495,0,0
586,63994269,0,0
587,81127178,0,0
588,44884732,1,1
589,96750817,0,0
590,64172583,0,0
591,27969399,0,0
592,40923399,0,0
593,96154566,0,0
594,98650423,0,0
595,44707656,0,0
596,24772082,0,0
597,60956172,0,0
598,43678577,0,0
599,84067833,0,0
600,45502044,0,0
601,89948124,0,0
602,48918742,0,0
603,50540428,0,0
604,88237865,1,1
605,11208205,0,0
606,63946135,0,0
607,45042049,0,0
608,19418259,0,0
609,38963141,0,0
610,70625933,0,0
611,54406579,1,1
612,46282077,0,0
613,36890874,0,0
614,50138009,0,0
615,50809145,1,1
616,69182934,1,1
617,93291916,0,0
618,12475583,1,1
619,37979118,0,0
620,71314210,1,1
621,18649177,1,1
622,61806522,0,0
623,84213729,0,0
624,91261439,1,1
625,20488265,1,1
626,70061211,0,0
627,78523995,0,0
628,86008433,0,0
629,77837013,0,0
630,79304176,0,0
631,11123068,0,0
632,10431270,0,0
633,22297488,0,0
634,73218567,0,0
635,61902017,1,1
636,89259521,0,0
637,11248122,0,0
638,46356794,0,0
639,68505948,0,0
640,21550905,0,0
641,99532538,0,0
642,99338344,0,0
643,40261920,0,0
644,61001526,0,0
645,92048907,0,0
646,19871405,0,0
647,87554751,0,0
648,36056494,0,0
649,99647241,0,0
650,27114516,0,0
651,63958254,0,0
652,26857523,1,1
653,14058360,0,0
654,36535895,0,0
655,46254635,0,0
656,97439821,0,0
657,81060072,0,0
658,46034197,1,1
659,73774414,0,0
660,51772823,0,0
661,67419550,0,0
662,67047643,0,0
663,44596551,0,0
664,26697865,0,0
665,53038806,0,0
666,48662625,0,0
667,17064789,0,0
668,93283295,0,0
669,67826687,0,0
670,67505990,0,0
671,69167977,0,0
672,42161231,0,0
673,74399627,0,0
674,15619898,1,1
675,18698321,0,0
676,50169214,0,0
677,46276784,1,2
678,49308246,1,1
679,45460411,0,0
680,69712861,0,0
681,48719022,0,0
682,62819624,0,0
683,60658522,0,0
684,38502537,0,0
685,57024018,0,0
686,33796090,0,0
687,29296430,0,0
688,95105098,0,0
689,64971358,0,0
690,44359643,0,0
691,72840109,0,0
692,30691921,0,0
693,19796912,1,1
694,83771238,1,1
695,75795239,0,0
696,32387499,0,0
697,74209068,0,0
698,20114905,0,0
699,48502767,0,0
700,92681251,0,0
701,20088680,0,0
702,32052075,0,0
703,46573624,1,1
704,10217307,0,0
705,72100848,0,0
706,59122737,0,0
707,31138264,0,0
708,54759834,0,0
709,16490834,0,0
710,52015763,0,0
711,95607548,1,1
712,90551073,0,0
713,18874949,0,0
714,94743627,0,0
715,79034921,0,0
716,99876418,0,0
717,18975032,0,0
718,43586071,0,0
719,30182379,0,0
720,81217237,0,0
721,64875006,0,0
722,54360033,0,0
723,95683486,0,0
724,49337719,0,0
725,55802947,0,0
726,32411462,0,0
727,79894922,0,0
728,91437578,1,1
729,54937198,0,0
730,86371972,0,0
731,21035742,0,0
732,10346497,0,0
733,22979099,0,0
734,40181325,0,0
735,46956806,0,0
736,63705199,0,0
737,60888857,1,1
738,70976164,0,0
739,43843979,0,0
740,44730932,0,0
741,20071773,0,0
742,71847189,0,0
743,32083313,1,1
744,79960128,1,1
745,34290555,1,1
746,77554723,1,1
747,39462890,0,0
748,92886427,1,1
749,19328980,0,0
750,76424232,0,0
751,72217281,0,0
752,58172751,0,0
753,85179682,0,0
754,30742776,1,1
755,41006050,0,0
756,10911494,0,0
757,10441706,0,0
758,90629076,0,0
759,95105871,0,0
760,79127037,0,0
761,85831174,0,0
762,73153216,0,0
763,71849577,0,0
764,69415910,1,1
765,46972911,0,0
766,38718506,0,0
767,41475358,1,1
768,82077876,0,0
769,83238836,0,0
770,40303427,0,0
771,40639281,0,0
772,62762301,0,0
773,14034833,0,0
774,83658812,0,0
775,62904299,1,1
776,53776664,0,0
777,94821851,1,1
778,24529384,0,0
779,35778975,1,1
780,22870473,0,0
781,55328891,0,0
782,85817071,0,0
783,66579924,0,0
784,84466380,0,0
785,43188966,0,0
786,47516968,0,0
787,79290553,0,0
788,88088785,1,1
789,63698813,1,1
790,12661953,0,0
791,64129449,0,0
792,11300463,1,2
793,93358937,0,0
794,95604110,0,0
795,54728579,0,0
796,22551625,0,0
797,92039100,1,2
798,65294515,1,1
799,54106915,0,0
800,12387327,0,0
801,58664318,0,0
802,70852440,1,1
803,17044662,0,0
804,21294755,0,0
805,61715241,0,0
806,41496170,0,0
807,74070668,0,0
808,71119691,0,0
809,46627897,0,0
810,89884729,0,0
811,10312644,0,0
812,12175125,0,0
813,17335066,0,0
814,60734081,0,0
815,96115546,0,0
816,10893154,0,0
817,31818313,0,0
818,61555273,0,0
819,95938667,0,0
820,36993944,0,0
821,77333284,0,0
822,84050025,0,0
823,80387400,0,0
824,30616479,0,0
825,59769364,0,0
826,70409402,0,0
827,16991208,0,0
828,97226520,0,0
829,37470789,0,0
830,44298442,0,0
831,30248868,1,1
832,40267320,0,0
833,43347560,0,0
834,68168076,0,0
835,10296829,0,0
836,80739194,1,1
837,93240834,0,0
838,54786013,0,0
839,18988732,0,0
840,34821271,0,0
841,82239157,0,0
842,51242904,0,0
843,79176328,0,0
844,79598911,0,0
845,46335291,0,0
846,33150038,0,0
847,36342593,0,0
848,38446347,0,0
849,89295331,0,0
850,17981228,1,1
851,74091673,0,0
852,82159546,1,1
853,52796387,0,0
854,37451992,0,0
855,45475105,0,0
856,71687728,0,0
857,13432231,0,0
858,98634312,0,0
859,78744454,0,0
860,90994301,0,0
861,46292332,0,0
862,18803663,1,1
863,71362802,0,0
864,10763802,1,1
865,92123930,1,1
866,25451897,1,1
867,97056393,0,0
868,70346638,0,0
869,77850319,0,0
870,87563187,0,0
871,93853074,0,0
872,65138411,0,0
873,50390111,0,0
874,19586512,0,0
875,62923934,0,0
876,97688947,0,0
877,67758826,0,0
878,76603986,0,0
879,76532104,0,0
880,63055651,0,0
881,23331817,0,0
882,33501754,0,0
883,14716153,1,1
884,41505924,0,0
885,85420829,0,0
886,53908125,0,0
887,65445603,0,0
888,41708131,0,0
889,97887359,0,0
890,29218231,0,0
891,34537153,0,0
892,82528529,0,0
893,57028637,0,0
894,45587758,0,0
895,44183752,0,0
896,20125444,0,0
897,52843031,0,0
898,35004603,0,0
899,40098142,0,0
900,63516723,0,0
901,13951889,1,1
902,30780181,0,0
903,66143755,1,1
904,70937400,0,0
905,45180167,0,0
906,68271922,0,0
907,34237329,0,0
908,72813232,0,0
909,73108791,0,0
910,40473424,0,0
911,10597875,1,1
912,73616912,0,0
913,81052453,0,0
914,79045718,0,0
915,83191236,0,0
916,93659506,0,0
917,37076209,0,0
918,58054596,0,0
919,83931941,0,0
920,36645622,0,0
921,22503074,0,0
922,94175902,1,1
923,42161566,0,0
924,15987545,0,0
925,92101646,0,0
926,88092457,0,0
927,65096147,0,0
928,69731029,0,0
929,48015591,0,0
930,34531625,0,0
931,12528346,1,1
932,99725721,0,0
933,13536451,0,0
934,37229492,1,1
935,15097363,0,0
936,78905298,0,0
937,63464198,1,1
938,32284186,1,1
939,14285748,0,0
940,93684098,0,0
941,42435406,0,0
942,63810513,0,0
943,23339951,1,1
944,64815809,1,1
945,78482991,0,0
946,74974770,0,0
947,65754467,0,0
948,38489265,0,0
949,21075225,0,0
950,71125628,0,0
951,50314486,0,0
952,14913273,0,0
953,58433238,0,0
954,89828023,0,0
955,59319201,0,0
956,46956092,0,0
957,29812088,0,0
958,37743784,0,0
959,73146320,0,0
960,29325894,0,0
961,21063514,0,0
962,52139900,0,0
963,12898109,0,0
964,59211902,0,0
965,14955117,0,0
966,11626716,0,0
967,74382300,0,0
968,84980185,0,0
969,31026714,1,1
970,46106791,0,0
971,53119547,0,0
972,95941303,0,0
973,30919533,0,0
974,82611037,0,0
975,63189451,0,0
976,74428424,0,0
977,13721747,1,1
978,85308763,0,0
979,16058415,0,0
980,91466240,0,0
981,66899112,0,0
982,77996708,0,0
983,96645274,0,0
984,85828258,0,0
985,83855823,0,0
986,94727344,0,0
987,51852360,0,0
988,79840442,0,0
989,16141231,0,0
990,21182295,0,0
991,93318895,0,0
992,67576528,1,1
993,39925202,0,0
994,45893538,0,0
995,38840942,0,0
996,55081814,0,0
997,78985741,0,0
998,61753573,0,0
999,49888296,1,1
1000,25026329,0,0
1001,56878194,0,0
1002,81366917,0,0
1003,90832853,0,0
1004,75203005,0,0
1005,75587915,1,1
1006,55476987,1,1
1007,62848462,0,0
1008,45160615,0,0
1009,82774876,1,1
1010,65067362,0,0
1011,76269124,1,1
1012,94814112,0,0
1013,16381990,0,0
1014,60838718,0,0
1015,88984027,0,0
1016,68887632,0,0
1017,58642755,1,1
1018,14681674,0,0
1019,60050416,1,1
1020,24915097,0,0
1021,54661250,0,0
1022,84437212,1,1
1023,81178077,0,0
1024,34631395,1,1
1025,91103130,0,0
1026,48622446,0,0
1027,34668598,1,1
1028,54715563,0,0
1029,74914800,0,0
1030,62780898,1,1
1031,44840542,0,0
1032,62435116,1,1
1033,50414029,1,1
1034,52804621,0,0
1035,78169079,0,0
1036,71250841,0,0
1037,87160688,0,0
1038,24726259,0,0
1039,37194246,0,0
1040,49957284,0,0
1041,20728823,0,0
1042,49977857,0,0
1043,36165466,0,0
1044,58057432,0,0
1045,98764722,0,0
1046,61324535,1,1
1047,36341550,0,0
1048,84035262,0,0
1049,27433801,0,0
1050,56960267,0,0
1051,72751866,0,0
1052,23783311,0,0
1053,71077492,0,0
1054,30198287,0,0
1055,58472776,0,0
1056,58982101,0,0
1057,47298565,0,0
1058,17886290,0,0
1059,32497531,0,0
1060,24782329,0,0
1061,36902653,1,1
1062,13353545,0,0
1063,32932777,1,1
1064,45593959,0,0
1065,54530792,0,0
1066,39655835,0,0
1067,86423030,0,0
1068,67435071,0,0
1069,48282057,1,1
1070,89703623,0,0
1071,54221647,0,0
1072,35715546,0,0
1073,61816252,0,0
1074,51167651,0,0
1075,46327090,0,0
1076,66747730,0,0
1077,31220810,0,0
1078,25573957,0,0
1079,33252111,0,0
1080,50233109,0,0
1081,69890988,1,1
1082,80558136,0,0
1083,48301112,0,0
1084,42437476,0,0
1085,49626559,0,0
1086,14920165,0,0
1087,34502376,0,0
1088,85840171,0,0
1089,26121729,0,0
1090,77339629,0,0
1091,97911942,0,0
1092,25474563,0,0
1093,58959529,0,0
1094,73722892,0,0
1095,92428011,0,0
1096,76965284,0,0
1097,99371770,0,0
1098,36012153,0,0
1099,50209109,0,0
1100,45212728,0,0
1101,56646260,0,0
1102,86410374,1,1
1103,59482322,0,0
1104,81636858,0,0
1105,77797763,0,0
1106,13476626,0,0
1107,28252955,0,0
1108,24096304,0,0
1109,14501322,1,1
1110,27132633,0,0
1111,59081315,1,1
1112,89399129,1,1
1113,41670409,0,0
1114,53538005,0,0
1115,12348109,0,0
1116,55316007,0,0
1117,32042504,0,0
1118,79614842,0,0
1119,66029847,0,0
1120,16525632,0,0
1121,67776740,0,0
1122,93557706,0,0
1123,21265910,0,0
1124,51506796,0,0
1125,95332384,0,0
1126,42898931,0,0
1127,55434961,0,0
1128,20699744,0,0
1129,69528121,0,0
1130,60198311,0,0
1131,61493006,1,1
1132,34688904,1,1
1133,17533608,0,0
1134,55569239,0,0
1135,29707862,1,1
1136,36872990,0,0
1137,19051058,0,0
1138,69585074,0,0
1139,36073622,0,0
1140,54774545,0,0
1141,64570539,0,0
1142,19902255,0,0
1143,31331320,1,1
1144,76226957,1,1
1145,39667600,0,0
1146,30618932,0,0
1147,22100158,0,0
1148,25373684,0,0
1149,46310646,1,1
1150,33449565,0,0
1151,68827722,0,0
1152,60128800,1,1
1153,21164484,0,0
1154,51804333,1,1
1155,27141354,0,0
1156,56973781,0,0
1157,60428124,0,0
1158,79515315,0,0
1159,94142622,0,0
1160,28507846,0,0
1161,51258977,0,0
1162,35095421,0,0
1163,15797347,1,1
1164,15725362,1,1
1165,27471413,1,1
1166,91412789,0,0
1167,87151592,0,0
1168,54887605,0,0
1169,70252456,0,0
1170,14824805,0,0
1171,92245833,0,0
1172,31373998,0,0
1173,52788748,0,0
1174,45687457,0,0
1175,81849909,0,0
1176,90960109,0,0
1177,70294245,0,0
1178,77065276,0,0
1179,35276967,0,0
1180,29553618,0,0
1181,82943195,0,0
1182,69433013,0,0
1183,93258642,0,0
1184,29548692,0,0
1185,19153059,0,0
1186,30178832,0,0
1187,42268605,0,0
1188,96089914,0,0
1189,33822037,0,0
1190,10050698,0,0
1191,28283852,0,0
1192,17277665,0,0
1193,64849299,0,0
1194,51309827,0,0
1195,11842552,0,0
1196,92868688,1,1
1197,71532979,0,0
1198,92042614,0,0
1199,44001271,0,0
1200,96462345,0,0
1201,62460424,1,1
1202,45075674,0,0
1203,76186109,1,1
1204,72461376,0,0
1205,64048757,0,0
1206,46876061,0,0
1207,99869962,0,0
1208,13821054,0,0
1209,44900479,0,0
1210,63382951,0,0
1211,65864423,0,0
1212,87450894,0,0
1213,76714949,0,0
1214,98719704,1,1
1215,44862569,0,0
1216,13700900,0,0
1217,80605403,0,0
1218,32617373,0,0
1219,96324704,0,0
1220,13038809,1,1
1221,28599244,0,0
1222,40099401,0,0
1223,85389656,0,0
1224,20579578,1,1
1225,34754885,0,0
1226,46127679,0,0
1227,80934398,0,0
1228,52091303,0,0
1229,39429091,1,1
1230,17456787,0,0
1231,67968444,0,0
1232,87698807,0,0
1233,63555262,1,2
1234,38758095,1,1
1235,84676711,0,0
1236,35724865,0,0
1237,14900279,0,0
1238,89639337,1,1
1239,43471635,0,0
1240,88910114,0,0
1241,47406946,0,0
1242,16570189,0,0
1243,86331123,0,0
1244,88386702,0,0
1245,14356087,1,1
1246,51853732,0,0
1247,20039866,0,0
1248,66526268,0,0
1249,63817108,0,0
1250,95089167,0,0
1251,37189877,0,0
1252,42201342,1,1
1253,63092154,1,1
1254,15124920,0,0
1255,13006057,0,0
1256,32620580,0,0
1257,16522678,0,0
1258,85571203,0,0
1259,15008044,1,1
1260,90992600,0,0
1261,43543959,0,0
1262,36863481,0,0
1263,40539075,0,0
1264,13141259,0,0
1265,84063896,1,2
1266,76803715,0,0
1267,90642984,1,1
1268,35990968,0,0
1269,40309010,0,0
1270,24199409,0,0
1271,54321974,0,0
1272,60127228,0,0
1273,36364255,0,0
1274,89667685,0,0
1275,25113312,0,0
1276,23275910,0,0
1277,12814406,1,1
1278,53913758,0,0
1279,76586291,0,0
1280,37991217,0,0
1281,35148433,0,0
1282,51711573,0,0
1283,84419267,0,0
1284,76721184,0,0
1285,72532366,0,0
1286,52090332,0,0
1287,15136831,0,0
1288,42560526,0,0
1289,64956887,1,1
1290,34143095,0,0
1291,77160456,0,0
1292,79644163,1,1
1293,85989930,0,0
1294,44224501,0,0
1295,48344949,0,0
1296,67888695,0,0
1297,38267862,0,0
1298,13687279,0,0
1299,87101854,0,0
1300,92789200,0,0
1301,82319149,0,0
1302,26043634,0,0
1303,90014287,0,0
1304,93166026,1,1
1305,44956490,0,0
1306,77689144,0,0
1307,12923536,0,0
1308,75965171,0,0
1309,91295042,0,0
1310,25046006,0,0
1311,33614225,1,1
1312,92744232,0,0
1313,51291432,0,0
1314,90621964,0,0
1315,32526940,0,0
1316,15913315,0,0
1317,79266758,1,1
1318,93225707,0,0
1319,56686395,1,1
1320,79108384,1,1
1321,48126333,1,1
1322,63804939,0,0
1323,71109440,0,0
1324,98269548,1,1
1325,56553303,1,1
1326,15008269,0,0
1327,45538336,0,0
1328,63381410,0,0
1329,46086678,0,0
1330,81502397,0,0
1331,96997146,0,0
1332,40657551,0,0
1333,47545467,0,0
1334,41159573,0,0
1335,60759463,0,0
1336,24559512,1,1
1337,91068420,0,0
1338,45645324,0,0
1339,64915417,0,0
1340,88767681,1,1
1341,31528198,0,0
1342,44773550,0,0
1343,46331998,0,0
1344,29963623,1,2
1345,75767672,0,0
1346,46479928,0,0
1347,65387721,1,1
1348,85572753,0,0
1349,95810790,0,0
1350,74488958,0,0
1351,59295012,0,0
1352,94012450,0,0
1353,34109367,0,0
1354,84687941,0,0
1355,42616371,0,0
1356,44022406,0,0
1357,52134080,0,0
1358,50216628,0,0
1359,35771459,0,0
