,신고번호,우범여부,핵심적발
1036,52769625,1,1
1037,19207129,1,1
1038,34178730,0,0
1039,96707626,0,0
1040,86173994,0,0
1041,10586199,1,1
1042,35728995,0,0
1043,38505885,0,0
1044,98974575,0,0
1045,79509463,0,0
1046,84252790,0,0
1047,51970777,0,0
1048,72149995,0,0
1049,11325726,0,0
1050,25922479,0,0
1051,34431092,1,1
1052,67926526,0,0
1053,27353139,0,0
1054,23360984,0,0
1055,62307626,0,0
1056,22424463,0,0
1057,61669887,0,0
1058,70356874,1,1
1059,34044296,0,0
1060,46855744,0,0
1061,30616558,0,0
1062,62287103,0,0
1063,91434213,0,0
1064,56884696,1,1
1065,25726780,0,0
1066,89724184,0,0
1067,64468517,0,0
1068,73382114,0,0
1069,50554994,0,0
1070,71179998,0,0
1071,32312907,0,0
1072,11189350,0,0
1073,53308934,0,0
1074,66377081,0,0
1075,21474071,0,0
1076,64495639,1,1
1077,16442010,0,0
1078,46226059,0,0
1079,40933678,0,0
1080,92702992,0,0
1081,31433636,1,1
1082,20450300,0,0
1083,48581168,0,0
1084,58433723,1,1
1085,92037561,0,0
1086,34197282,0,0
1087,81329648,0,0
1088,68449412,0,0
1089,35868861,1,1
1090,59751908,0,0
1091,95784998,0,0
1092,89065898,0,0
1093,11821903,0,0
1094,89023010,0,0
1095,96810844,0,0
1096,86919208,1,1
1097,81769113,0,0
1098,72660934,0,0
1099,38924881,0,0
1100,94528950,1,1
1101,60978203,0,0
1102,64535481,0,0
1103,23689334,0,0
1104,27330008,0,0
1105,12145842,0,0
1106,67030274,0,0
1107,88417233,0,0
1108,42531685,0,0
1109,89081050,1,1
1110,95139799,0,0
1111,79687492,0,0
1112,34111564,0,0
1113,33844683,0,0
1114,30844997,0,0
1115,88930239,0,0
1116,62387142,0,0
1117,82071565,0,0
1118,71869289,1,1
1119,66648228,0,0
1120,73809219,0,0
1121,79698878,0,0
1122,60847476,0,0
1123,89634073,0,0
1124,96384699,1,1
1125,18812156,1,1
1126,95292787,0,0
1127,10258163,0,0
1128,23817363,1,1
1129,25268383,0,0
1130,72313107,0,0
1131,26660106,0,0
1132,25517611,0,0
1133,25174257,0,0
1134,93886273,1,1
1135,95448701,0,0
1136,57407367,0,0
1137,65709310,1,1
1138,63613475,0,0
1139,78586985,0,0
1140,35881502,0,0
1141,52562934,1,1
1142,40819670,0,0
1143,42003399,0,0
1144,18296377,0,0
1145,68733259,0,0
1146,36973317,0,0
1147,58386931,0,0
1148,96608117,0,0
1149,82867241,0,0
1150,97174630,0,0
1151,36303955,1,1
1152,52984270,0,0
1153,94403106,0,0
1154,37199752,0,0
1155,94012551,0,0
1156,23308489,0,0
1157,66718547,0,0
1158,13881198,1,1
1159,76785536,0,0
1160,76994505,0,0
1161,81312051,0,0
1162,36472615,0,0
1163,38077045,0,0
1164,85847347,0,0
1165,84634329,0,0
1166,52723530,0,0
1167,32151456,0,0
1168,66272263,0,0
1169,11232300,0,0
1170,38019762,1,1
1171,91153109,0,0
1172,78340402,0,0
1173,31474320,0,0
1174,96913444,0,0
1175,53401697,0,0
1176,52037062,0,0
1177,98614400,0,0
1178,54075419,0,0
1179,27904632,1,1
1180,80599200,0,0
1181,26303619,0,0
1182,29197777,0,0
1183,20841320,0,0
1184,85229481,0,0
1185,55147519,0,0
1186,85831637,1,1
1187,60773396,0,0
1188,48899492,0,0
1189,53179041,0,0
1190,42814966,0,0
1191,69007263,0,0
1192,94723505,0,0
1193,97569427,1,1
1194,40170188,0,0
1195,28169604,0,0
1196,94854585,0,0
1197,45219099,0,0
1198,57962662,0,0
1199,59302221,0,0
1200,17547404,1,1
1201,65907479,0,0
1202,51651556,0,0
1203,29621117,1,1
1204,85618982,0,0
1205,86430468,0,0
1206,64152078,1,1
1207,23959703,0,0
1208,54264393,1,1
1209,43307465,0,0
1210,37252287,1,1
1211,18473428,0,0
1212,15867610,0,0
1213,29310060,0,0
1214,41107940,0,0
1215,81109346,0,0
1216,69533597,0,0
1217,54086337,0,0
1218,59776840,0,0
1219,67864970,0,0
1220,62445798,1,1
1221,13985701,1,1
1222,37960297,0,0
1223,89929474,1,1
1224,98253818,0,0
1225,33910213,0,0
1226,75957687,0,0
1227,29565305,0,0
1228,12791283,0,0
1229,73674197,1,1
1230,96926335,0,0
1231,34701935,0,0
1232,24488365,0,0
1233,96252989,0,0
1234,46275174,0,0
1235,50324544,0,0
1236,31722162,0,0
1237,43628613,0,0
1238,23680992,0,0
1239,18994967,0,0
1240,35808875,0,0
1241,49084937,0,0
1242,37576130,0,0
1243,51631421,0,0
1244,74316788,1,1
1245,22718466,0,0
1246,57645403,0,0
1247,31805962,1,1
1248,98897671,0,0
1249,23915084,1,1
1250,18479477,0,0
1251,37159082,0,0
1252,11290078,0,0
1253,65387971,0,0
1254,77266120,0,0
1255,13413611,0,0
1256,52147564,0,0
1257,44530860,0,0
1258,81814607,0,0
1259,13575243,0,0
1260,43538698,0,0
1261,79267170,0,0
1262,29308674,0,0
1263,68948628,0,0
1264,90800086,0,0
1265,61899045,0,0
1266,57256113,0,0
1267,59980595,0,0
1268,33580342,0,0
1269,51411948,0,0
1270,97173526,0,0
1271,30164706,0,0
1272,23749672,0,0
1273,47279745,0,0
1274,52141700,0,0
1275,84811247,0,0
1276,89007612,1,1
1277,57478008,0,0
1278,89446804,0,0
1279,45098322,0,0
1280,53539092,0,0
1281,80202493,0,0
1282,11477399,0,0
1283,80294734,0,0
1284,80113518,0,0
1285,96376431,0,0
1286,74993414,0,0
1287,16931896,0,0
1288,20312744,0,0
1289,59273964,0,0
1290,39696064,0,0
1291,63072603,1,1
1292,76295485,0,0
1293,42552662,0,0
1294,80540632,0,0
1295,70496189,0,0
1296,19078259,0,0
1297,55806085,0,0
1298,73465216,0,0
1299,66027864,0,0
1300,53136632,0,0
1301,76854109,0,0
1302,53382577,1,1
1303,73392584,0,0
1304,30406884,1,1
1305,89815148,0,0
1306,59150815,0,0
1307,10905971,0,0
1308,91640353,1,1
1309,59316308,0,0
1310,14221954,0,0
1311,50549045,0,0
1312,50762689,0,0
1313,92509260,0,0
1314,75268002,0,0
1315,24112712,0,0
1316,62146836,0,0
1317,71412741,0,0
1318,82176313,0,0
1319,37044269,0,0
1320,78554659,0,0
1321,35439272,0,0
1322,79779886,0,0
1323,77068394,1,1
1324,16401397,1,1
1325,97414990,0,0
1326,32794751,1,1
1327,88365665,0,0
1328,46966332,0,0
1329,98473463,1,1
1330,63088648,0,0
1331,49087093,0,0
1332,36908681,0,0
1333,51584020,1,1
1334,24061783,0,0
1335,21565988,0,0
1336,27108327,0,0
1337,66893506,0,0
1338,79341526,0,0
1339,89327506,0,0
1340,27763567,0,0
1341,38180344,1,1
1342,16646294,0,0
1343,94240898,1,1
1344,18715461,0,0
1345,26399013,0,0
1346,88101941,1,1
1347,39131285,0,0
1348,94551816,0,0
1349,28593161,0,0
1350,84903619,0,0
1351,84532777,0,0
1352,71548632,0,0
1353,24107998,0,0
1354,41972241,0,0
1355,98092321,0,0
1356,15109947,1,1
1357,64254627,0,0
1358,20875607,0,0
1359,63763760,1,1
